No.,Unit weight (KN/m3),Cohesion (Kpa),Internal friction angle (°),Slope angle (°),Slope height (m),Pore water ratio,Slope State,Source
386,21.4,7.1,16.7,44,70,1,F,"Shen, Y., Wu, S., Cheng, H., Zhang, H., Wang, J., Yang, Z., An, H., Song, X., 2023. Uncertainty analysis method of slope safety factor based on quantile-based ensemble learning. Bull Eng Geol Environ 82, 87. https://doi.org/10.1007/s10064-023-03091-w"
387,19.9,7.1,21.2,30,55,0,F,"Shen, Y., Wu, S., Cheng, H., Zhang, H., Wang, J., Yang, Z., An, H., Song, X., 2023. Uncertainty analysis method of slope safety factor based on quantile-based ensemble learning. Bull Eng Geol Environ 82, 87. https://doi.org/10.1007/s10064-023-03091-w"
388,20.39,11.15,11,16,45.8,0.2,F,"Shen, Y., Wu, S., Cheng, H., Zhang, H., Wang, J., Yang, Z., An, H., Song, X., 2023. Uncertainty analysis method of slope safety factor based on quantile-based ensemble learning. Bull Eng Geol Environ 82, 87. https://doi.org/10.1007/s10064-023-03091-w"
389,21.5,9.5,11.5,40,75,0,F,"Shen, Y., Wu, S., Cheng, H., Zhang, H., Wang, J., Yang, Z., An, H., Song, X., 2023. Uncertainty analysis method of slope safety factor based on quantile-based ensemble learning. Bull Eng Geol Environ 82, 87. https://doi.org/10.1007/s10064-023-03091-w"
390,15.99,23.35,20,40,115,0,F,"Shen, Y., Wu, S., Cheng, H., Zhang, H., Wang, J., Yang, Z., An, H., Song, X., 2023. Uncertainty analysis method of slope safety factor based on quantile-based ensemble learning. Bull Eng Geol Environ 82, 87. https://doi.org/10.1007/s10064-023-03091-w"
391,27,27.3,29.1,21,565,0.26,F,"Shen, Y., Wu, S., Cheng, H., Zhang, H., Wang, J., Yang, Z., An, H., Song, X., 2023. Uncertainty analysis method of slope safety factor based on quantile-based ensemble learning. Bull Eng Geol Environ 82, 87. https://doi.org/10.1007/s10064-023-03091-w"
392,18.77,8.35,10,25,50,0.2,F,"Shen, Y., Wu, S., Cheng, H., Zhang, H., Wang, J., Yang, Z., An, H., Song, X., 2023. Uncertainty analysis method of slope safety factor based on quantile-based ensemble learning. Bull Eng Geol Environ 82, 87. https://doi.org/10.1007/s10064-023-03091-w"
393,19.9,7.4,15.6,44,30,1,F,"Shen, Y., Wu, S., Cheng, H., Zhang, H., Wang, J., Yang, Z., An, H., Song, X., 2023. Uncertainty analysis method of slope safety factor based on quantile-based ensemble learning. Bull Eng Geol Environ 82, 87. https://doi.org/10.1007/s10064-023-03091-w"
394,19.08,3.35,20,30,50,0.4,F,"Shen, Y., Wu, S., Cheng, H., Zhang, H., Wang, J., Yang, Z., An, H., Song, X., 2023. Uncertainty analysis method of slope safety factor based on quantile-based ensemble learning. Bull Eng Geol Environ 82, 87. https://doi.org/10.1007/s10064-023-03091-w"
395,17.8,14,44.2,65,31,0.07,F,"Shen, Y., Wu, S., Cheng, H., Zhang, H., Wang, J., Yang, Z., An, H., Song, X., 2023. Uncertainty analysis method of slope safety factor based on quantile-based ensemble learning. Bull Eng Geol Environ 82, 87. https://doi.org/10.1007/s10064-023-03091-w"
396,21.92,19.4,15.5,35,80,1,F,"Shen, Y., Wu, S., Cheng, H., Zhang, H., Wang, J., Yang, Z., An, H., Song, X., 2023. Uncertainty analysis method of slope safety factor based on quantile-based ensemble learning. Bull Eng Geol Environ 82, 87. https://doi.org/10.1007/s10064-023-03091-w"
397,18.66,8.8,15,35,8.2,0,F,"Shen, Y., Wu, S., Cheng, H., Zhang, H., Wang, J., Yang, Z., An, H., Song, X., 2023. Uncertainty analysis method of slope safety factor based on quantile-based ensemble learning. Bull Eng Geol Environ 82, 87. https://doi.org/10.1007/s10064-023-03091-w"
398,21.17,15.44,16,33,32,1,F,"Shen, Y., Wu, S., Cheng, H., Zhang, H., Wang, J., Yang, Z., An, H., Song, X., 2023. Uncertainty analysis method of slope safety factor based on quantile-based ensemble learning. Bull Eng Geol Environ 82, 87. https://doi.org/10.1007/s10064-023-03091-w"
399,20.6,6.7,9.4,45,30,0,F,"Shen, Y., Wu, S., Cheng, H., Zhang, H., Wang, J., Yang, Z., An, H., Song, X., 2023. Uncertainty analysis method of slope safety factor based on quantile-based ensemble learning. Bull Eng Geol Environ 82, 87. https://doi.org/10.1007/s10064-023-03091-w"
400,16.47,3.85,0,30,3.6,0,F,"Shen, Y., Wu, S., Cheng, H., Zhang, H., Wang, J., Yang, Z., An, H., Song, X., 2023. Uncertainty analysis method of slope safety factor based on quantile-based ensemble learning. Bull Eng Geol Environ 82, 87. https://doi.org/10.1007/s10064-023-03091-w"
401,21.98,6.65,22,20,180,0.1,F,"Shen, Y., Wu, S., Cheng, H., Zhang, H., Wang, J., Yang, Z., An, H., Song, X., 2023. Uncertainty analysis method of slope safety factor based on quantile-based ensemble learning. Bull Eng Geol Environ 82, 87. https://doi.org/10.1007/s10064-023-03091-w"
402,18.77,6.65,10,25,50,0.3,F,"Shen, Y., Wu, S., Cheng, H., Zhang, H., Wang, J., Yang, Z., An, H., Song, X., 2023. Uncertainty analysis method of slope safety factor based on quantile-based ensemble learning. Bull Eng Geol Environ 82, 87. https://doi.org/10.1007/s10064-023-03091-w"
403,19.7,16.4,21.4,30,55,1,F,"Shen, Y., Wu, S., Cheng, H., Zhang, H., Wang, J., Yang, Z., An, H., Song, X., 2023. Uncertainty analysis method of slope safety factor based on quantile-based ensemble learning. Bull Eng Geol Environ 82, 87. https://doi.org/10.1007/s10064-023-03091-w"
404,21.8,18.05,9.72,35,40,0,F,"Shen, Y., Wu, S., Cheng, H., Zhang, H., Wang, J., Yang, Z., An, H., Song, X., 2023. Uncertainty analysis method of slope safety factor based on quantile-based ensemble learning. Bull Eng Geol Environ 82, 87. https://doi.org/10.1007/s10064-023-03091-w"
405,19.6,15.53,15.88,35,97,1,F,"Shen, Y., Wu, S., Cheng, H., Zhang, H., Wang, J., Yang, Z., An, H., Song, X., 2023. Uncertainty analysis method of slope safety factor based on quantile-based ensemble learning. Bull Eng Geol Environ 82, 87. https://doi.org/10.1007/s10064-023-03091-w"
406,18.77,6.65,20,30,50,0.3,F,"Shen, Y., Wu, S., Cheng, H., Zhang, H., Wang, J., Yang, Z., An, H., Song, X., 2023. Uncertainty analysis method of slope safety factor based on quantile-based ensemble learning. Bull Eng Geol Environ 82, 87. https://doi.org/10.1007/s10064-023-03091-w"
407,21.98,6.65,22,20,180,0,F,"Shen, Y., Wu, S., Cheng, H., Zhang, H., Wang, J., Yang, Z., An, H., Song, X., 2023. Uncertainty analysis method of slope safety factor based on quantile-based ensemble learning. Bull Eng Geol Environ 82, 87. https://doi.org/10.1007/s10064-023-03091-w"
408,19,9,15.2,45,27,0,F,"Shen, Y., Wu, S., Cheng, H., Zhang, H., Wang, J., Yang, Z., An, H., Song, X., 2023. Uncertainty analysis method of slope safety factor based on quantile-based ensemble learning. Bull Eng Geol Environ 82, 87. https://doi.org/10.1007/s10064-023-03091-w"
409,22.2,10.7,25.2,35,45,1,F,"Shen, Y., Wu, S., Cheng, H., Zhang, H., Wang, J., Yang, Z., An, H., Song, X., 2023. Uncertainty analysis method of slope safety factor based on quantile-based ensemble learning. Bull Eng Geol Environ 82, 87. https://doi.org/10.1007/s10064-023-03091-w"
410,20.8,40.25,19.39,45,123,1,F,"Shen, Y., Wu, S., Cheng, H., Zhang, H., Wang, J., Yang, Z., An, H., Song, X., 2023. Uncertainty analysis method of slope safety factor based on quantile-based ensemble learning. Bull Eng Geol Environ 82, 87. https://doi.org/10.1007/s10064-023-03091-w"
411,21.4,9.4,21.8,30,106,1,F,"Shen, Y., Wu, S., Cheng, H., Zhang, H., Wang, J., Yang, Z., An, H., Song, X., 2023. Uncertainty analysis method of slope safety factor based on quantile-based ensemble learning. Bull Eng Geol Environ 82, 87. https://doi.org/10.1007/s10064-023-03091-w"
412,17.4,0,43.7,60,26,0.4,F,"Shen, Y., Wu, S., Cheng, H., Zhang, H., Wang, J., Yang, Z., An, H., Song, X., 2023. Uncertainty analysis method of slope safety factor based on quantile-based ensemble learning. Bull Eng Geol Environ 82, 87. https://doi.org/10.1007/s10064-023-03091-w"
413,21.8,18.05,9.72,30,40,0,F,"Shen, Y., Wu, S., Cheng, H., Zhang, H., Wang, J., Yang, Z., An, H., Song, X., 2023. Uncertainty analysis method of slope safety factor based on quantile-based ensemble learning. Bull Eng Geol Environ 82, 87. https://doi.org/10.1007/s10064-023-03091-w"
414,19.9,6.8,19.4,30,80,1,F,"Shen, Y., Wu, S., Cheng, H., Zhang, H., Wang, J., Yang, Z., An, H., Song, X., 2023. Uncertainty analysis method of slope safety factor based on quantile-based ensemble learning. Bull Eng Geol Environ 82, 87. https://doi.org/10.1007/s10064-023-03091-w"
415,21.8,7.2,17.8,40,34,1,F,"Shen, Y., Wu, S., Cheng, H., Zhang, H., Wang, J., Yang, Z., An, H., Song, X., 2023. Uncertainty analysis method of slope safety factor based on quantile-based ensemble learning. Bull Eng Geol Environ 82, 87. https://doi.org/10.1007/s10064-023-03091-w"
416,20.5,6.5,12.5,42,70,0,F,"Shen, Y., Wu, S., Cheng, H., Zhang, H., Wang, J., Yang, Z., An, H., Song, X., 2023. Uncertainty analysis method of slope safety factor based on quantile-based ensemble learning. Bull Eng Geol Environ 82, 87. https://doi.org/10.1007/s10064-023-03091-w"
417,19.81,19.97,11.08,35,35,0,F,"Shen, Y., Wu, S., Cheng, H., Zhang, H., Wang, J., Yang, Z., An, H., Song, X., 2023. Uncertainty analysis method of slope safety factor based on quantile-based ensemble learning. Bull Eng Geol Environ 82, 87. https://doi.org/10.1007/s10064-023-03091-w"
418,18.83,3.45,21,34,37,0.3,F,"Shen, Y., Wu, S., Cheng, H., Zhang, H., Wang, J., Yang, Z., An, H., Song, X., 2023. Uncertainty analysis method of slope safety factor based on quantile-based ensemble learning. Bull Eng Geol Environ 82, 87. https://doi.org/10.1007/s10064-023-03091-w"
419,18.46,8.35,0,30,6,0,F,"Shen, Y., Wu, S., Cheng, H., Zhang, H., Wang, J., Yang, Z., An, H., Song, X., 2023. Uncertainty analysis method of slope safety factor based on quantile-based ensemble learning. Bull Eng Geol Environ 82, 87. https://doi.org/10.1007/s10064-023-03091-w"
420,19.19,19.69,17.68,34,43,1,F,"Shen, Y., Wu, S., Cheng, H., Zhang, H., Wang, J., Yang, Z., An, H., Song, X., 2023. Uncertainty analysis method of slope safety factor based on quantile-based ensemble learning. Bull Eng Geol Environ 82, 87. https://doi.org/10.1007/s10064-023-03091-w"
421,22.38,3.35,35,45,50,0.25,F,"Shen, Y., Wu, S., Cheng, H., Zhang, H., Wang, J., Yang, Z., An, H., Song, X., 2023. Uncertainty analysis method of slope safety factor based on quantile-based ensemble learning. Bull Eng Geol Environ 82, 87. https://doi.org/10.1007/s10064-023-03091-w"
422,23.98,32.77,17.28,40,100,0,F,"Shen, Y., Wu, S., Cheng, H., Zhang, H., Wang, J., Yang, Z., An, H., Song, X., 2023. Uncertainty analysis method of slope safety factor based on quantile-based ensemble learning. Bull Eng Geol Environ 82, 87. https://doi.org/10.1007/s10064-023-03091-w"
423,18.46,4,0,30,6,0,F,"Shen, Y., Wu, S., Cheng, H., Zhang, H., Wang, J., Yang, Z., An, H., Song, X., 2023. Uncertainty analysis method of slope safety factor based on quantile-based ensemble learning. Bull Eng Geol Environ 82, 87. https://doi.org/10.1007/s10064-023-03091-w"
424,19.7,17,9.38,45,20,1,F,"Shen, Y., Wu, S., Cheng, H., Zhang, H., Wang, J., Yang, Z., An, H., Song, X., 2023. Uncertainty analysis method of slope safety factor based on quantile-based ensemble learning. Bull Eng Geol Environ 82, 87. https://doi.org/10.1007/s10064-023-03091-w"
425,20.1,34.61,24.69,22,94,0,S,"Shen, Y., Wu, S., Cheng, H., Zhang, H., Wang, J., Yang, Z., An, H., Song, X., 2023. Uncertainty analysis method of slope safety factor based on quantile-based ensemble learning. Bull Eng Geol Environ 82, 87. https://doi.org/10.1007/s10064-023-03091-w"
426,20.96,15,25,49,12,0.3,S,"Shen, Y., Wu, S., Cheng, H., Zhang, H., Wang, J., Yang, Z., An, H., Song, X., 2023. Uncertainty analysis method of slope safety factor based on quantile-based ensemble learning. Bull Eng Geol Environ 82, 87. https://doi.org/10.1007/s10064-023-03091-w"
427,19.81,33.75,19.46,20,120,1,S,"Shen, Y., Wu, S., Cheng, H., Zhang, H., Wang, J., Yang, Z., An, H., Song, X., 2023. Uncertainty analysis method of slope safety factor based on quantile-based ensemble learning. Bull Eng Geol Environ 82, 87. https://doi.org/10.1007/s10064-023-03091-w"
428,20.96,6.65,40,40,12,0,S,"Shen, Y., Wu, S., Cheng, H., Zhang, H., Wang, J., Yang, Z., An, H., Song, X., 2023. Uncertainty analysis method of slope safety factor based on quantile-based ensemble learning. Bull Eng Geol Environ 82, 87. https://doi.org/10.1007/s10064-023-03091-w"
429,19.8,57.5,41.3,62,23,0.19,S,"Shen, Y., Wu, S., Cheng, H., Zhang, H., Wang, J., Yang, Z., An, H., Song, X., 2023. Uncertainty analysis method of slope safety factor based on quantile-based ensemble learning. Bull Eng Geol Environ 82, 87. https://doi.org/10.1007/s10064-023-03091-w"
430,21.96,34.77,14.15,24,115,0,S,"Shen, Y., Wu, S., Cheng, H., Zhang, H., Wang, J., Yang, Z., An, H., Song, X., 2023. Uncertainty analysis method of slope safety factor based on quantile-based ensemble learning. Bull Eng Geol Environ 82, 87. https://doi.org/10.1007/s10064-023-03091-w"
431,22.38,3.35,35,30,10,0,S,"Shen, Y., Wu, S., Cheng, H., Zhang, H., Wang, J., Yang, Z., An, H., Song, X., 2023. Uncertainty analysis method of slope safety factor based on quantile-based ensemble learning. Bull Eng Geol Environ 82, 87. https://doi.org/10.1007/s10064-023-03091-w"
432,20.96,10,35,40,12,0.4,S,"Shen, Y., Wu, S., Cheng, H., Zhang, H., Wang, J., Yang, Z., An, H., Song, X., 2023. Uncertainty analysis method of slope safety factor based on quantile-based ensemble learning. Bull Eng Geol Environ 82, 87. https://doi.org/10.1007/s10064-023-03091-w"
433,17.98,1.65,30,20,8,0.3,S,"Shen, Y., Wu, S., Cheng, H., Zhang, H., Wang, J., Yang, Z., An, H., Song, X., 2023. Uncertainty analysis method of slope safety factor based on quantile-based ensemble learning. Bull Eng Geol Environ 82, 87. https://doi.org/10.1007/s10064-023-03091-w"
434,28.4,9.8,35,35,100,0,S,"Shen, Y., Wu, S., Cheng, H., Zhang, H., Wang, J., Yang, Z., An, H., Song, X., 2023. Uncertainty analysis method of slope safety factor based on quantile-based ensemble learning. Bull Eng Geol Environ 82, 87. https://doi.org/10.1007/s10064-023-03091-w"
435,17.5,39.2,29.7,55,31,0,S,"Shen, Y., Wu, S., Cheng, H., Zhang, H., Wang, J., Yang, Z., An, H., Song, X., 2023. Uncertainty analysis method of slope safety factor based on quantile-based ensemble learning. Bull Eng Geol Environ 82, 87. https://doi.org/10.1007/s10064-023-03091-w"
436,20.57,24.8,15.53,40,50,1,S,"Shen, Y., Wu, S., Cheng, H., Zhang, H., Wang, J., Yang, Z., An, H., Song, X., 2023. Uncertainty analysis method of slope safety factor based on quantile-based ensemble learning. Bull Eng Geol Environ 82, 87. https://doi.org/10.1007/s10064-023-03091-w"
437,22.93,32.33,19.73,30,50,1,S,"Shen, Y., Wu, S., Cheng, H., Zhang, H., Wang, J., Yang, Z., An, H., Song, X., 2023. Uncertainty analysis method of slope safety factor based on quantile-based ensemble learning. Bull Eng Geol Environ 82, 87. https://doi.org/10.1007/s10064-023-03091-w"
438,17.3,39,30,50,35,0.04,S,"Shen, Y., Wu, S., Cheng, H., Zhang, H., Wang, J., Yang, Z., An, H., Song, X., 2023. Uncertainty analysis method of slope safety factor based on quantile-based ensemble learning. Bull Eng Geol Environ 82, 87. https://doi.org/10.1007/s10064-023-03091-w"
439,18.97,10,35,35,11,0.2,S,"Shen, Y., Wu, S., Cheng, H., Zhang, H., Wang, J., Yang, Z., An, H., Song, X., 2023. Uncertainty analysis method of slope safety factor based on quantile-based ensemble learning. Bull Eng Geol Environ 82, 87. https://doi.org/10.1007/s10064-023-03091-w"
440,27.3,31.5,30,41,135,0.25,S,"Shen, Y., Wu, S., Cheng, H., Zhang, H., Wang, J., Yang, Z., An, H., Song, X., 2023. Uncertainty analysis method of slope safety factor based on quantile-based ensemble learning. Bull Eng Geol Environ 82, 87. https://doi.org/10.1007/s10064-023-03091-w"
441,22.15,19.47,13.29,28,110,1,S,"Shen, Y., Wu, S., Cheng, H., Zhang, H., Wang, J., Yang, Z., An, H., Song, X., 2023. Uncertainty analysis method of slope safety factor based on quantile-based ensemble learning. Bull Eng Geol Environ 82, 87. https://doi.org/10.1007/s10064-023-03091-w"
442,28.4,13.05,38,35,100,0,S,"Shen, Y., Wu, S., Cheng, H., Zhang, H., Wang, J., Yang, Z., An, H., Song, X., 2023. Uncertainty analysis method of slope safety factor based on quantile-based ensemble learning. Bull Eng Geol Environ 82, 87. https://doi.org/10.1007/s10064-023-03091-w"
443,25.4,33,33,20,35,0,S,"Shen, Y., Wu, S., Cheng, H., Zhang, H., Wang, J., Yang, Z., An, H., Song, X., 2023. Uncertainty analysis method of slope safety factor based on quantile-based ensemble learning. Bull Eng Geol Environ 82, 87. https://doi.org/10.1007/s10064-023-03091-w"
444,22.95,46.49,25.11,30,42,1,S,"Shen, Y., Wu, S., Cheng, H., Zhang, H., Wang, J., Yang, Z., An, H., Song, X., 2023. Uncertainty analysis method of slope safety factor based on quantile-based ensemble learning. Bull Eng Geol Environ 82, 87. https://doi.org/10.1007/s10064-023-03091-w"
445,22.6,24.06,14.04,26,190,1,S,"Shen, Y., Wu, S., Cheng, H., Zhang, H., Wang, J., Yang, Z., An, H., Song, X., 2023. Uncertainty analysis method of slope safety factor based on quantile-based ensemble learning. Bull Eng Geol Environ 82, 87. https://doi.org/10.1007/s10064-023-03091-w"
446,22.29,27.54,10.1,40,70,0,S,"Shen, Y., Wu, S., Cheng, H., Zhang, H., Wang, J., Yang, Z., An, H., Song, X., 2023. Uncertainty analysis method of slope safety factor based on quantile-based ensemble learning. Bull Eng Geol Environ 82, 87. https://doi.org/10.1007/s10064-023-03091-w"
447,23.4,20,9,36.5,50,0,S,"Shen, Y., Wu, S., Cheng, H., Zhang, H., Wang, J., Yang, Z., An, H., Song, X., 2023. Uncertainty analysis method of slope safety factor based on quantile-based ensemble learning. Bull Eng Geol Environ 82, 87. https://doi.org/10.1007/s10064-023-03091-w"
448,19.97,3.35,29,34,6,0.3,S,"Shen, Y., Wu, S., Cheng, H., Zhang, H., Wang, J., Yang, Z., An, H., Song, X., 2023. Uncertainty analysis method of slope safety factor based on quantile-based ensemble learning. Bull Eng Geol Environ 82, 87. https://doi.org/10.1007/s10064-023-03091-w"
449,23.47,0,32,37,214,0,S,"Shen, Y., Wu, S., Cheng, H., Zhang, H., Wang, J., Yang, Z., An, H., Song, X., 2023. Uncertainty analysis method of slope safety factor based on quantile-based ensemble learning. Bull Eng Geol Environ 82, 87. https://doi.org/10.1007/s10064-023-03091-w"
